EAR,MAR,TIME
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
0.25231953019955017,0.4,14:59:15.367274
0.23127251166238103,0.40410352085392204,14:59:15.589159
0.24499311553329584,0.33874258867227935,14:59:15.758100
0.23368618078709424,0.47077018752058875,14:59:15.998352
0.23259034302839499,0.636092084343274,14:59:16.278649
0.2324499811521525,0.7023689270621826,14:59:16.495349
0.2198749465345463,0.636092084343274,14:59:16.737631
0.23734404235973056,0.7333333333333333,14:59:17.015178
0.24456798332805668,0.7333333333333333,14:59:17.229716
0.22564811179247887,0.24120226591665966,14:59:17.393901
0.20201326758902594,0.6333333333333333,14:59:17.590063
0.20679432563681008,0.1276142374915397,14:59:17.590063
0.20024796507642617,0.37617944285953475,14:59:17.867529
0.21913947050941449,0.160947570824873,14:59:26.401465
0.1498128508316767,0.0804737854124365,14:59:37.529228
0.31866223796965354,0.23333333333333334,14:59:13.414054
0.28076523178405766,0.43743685418725536,14:59:13.691949
0.24447153324900592,0.4333333333333333,14:59:13.877720
0.23796049258624255,0.4666666666666667,14:59:14.109339
0.28522146142383376,0.4082070417078441,14:59:14.302978
0.24012060659986112,0.37487370837451073,14:59:14.566754
0.23720368048348808,0.20786893258332634,14:59:14.804227
0.24325737452621826,0.26666666666666666,14:59:15.094651
